timestamp,house_id,source_dataset,mains_power,appliance_category,appliance_power,native_sample_period,data_quality_flag,building,meter,appliance
2013-09-06 17:41:00+01:00,UKDALE_house_2,UKDALE,439.925,refrigeration,14.1,1,ok,2,5,fridge
2014-04-23 02:24:00+01:00,UKDALE_house_1,UKDALE,152.1,cooking,,1,gap,1,4,microwave
2014-09-24 17:27:00+01:00,UKDALE_house_1,UKDALE,589.2,cooking,0.0,1,ok,1,3,kettle
2014-11-07 03:25:00+00:00,UKDALE_house_1,UKDALE,272.18182,cooking,1.0,1,ok,1,6,toaster
2013-08-31 20:53:00+01:00,UKDALE_house_2,UKDALE,458.14816,entertainment,0.0,1,ok,2,7,television
2013-05-10 14:37:00+01:00,UKDALE_house_1,UKDALE,370.27274,cooking,1.0,1,ok,1,6,toaster
2014-05-21 08:02:00+01:00,UKDALE_house_1,UKDALE,1082.4736,entertainment,1.0,1,ok,1,7,television
2013-12-20 11:49:00+00:00,UKDALE_house_1,UKDALE,414.53333,laundry,612.2,1,ok,1,1,washing_machine
2013-10-12 01:11:00+01:00,UKDALE_house_1,UKDALE,93.25,refrigeration,0.0,1,ok,1,5,fridge
2014-07-09 23:29:00+01:00,UKDALE_house_5,UKDALE,386.2,entertainment,0.0,1,ok,5,7,television
2013-03-13 01:52:00+00:00,UKDALE_house_4,UKDALE,207.2889,cooking,0.0,1,ok,4,3,kettle
2013-05-22 20:08:00+01:00,UKDALE_house_2,UKDALE,345.83334,entertainment,0.44444445,1,ok,2,7,television
2013-03-27 21:46:00+00:00,UKDALE_house_2,UKDALE,541.4722,laundry,438.6,1,ok,2,1,washing_machine
2013-06-02 13:30:00+01:00,UKDALE_house_2,UKDALE,165.38889,cooking,3.0,1,ok,2,4,microwave
2013-09-30 19:27:00+01:00,UKDALE_house_1,UKDALE,323.82858,entertainment,1.0,1,ok,1,7,television
2014-08-26 08:09:00+01:00,UKDALE_house_1,UKDALE,287.4643,cooking,20.222221,1,ok,1,4,microwave
2013-07-15 21:10:00+01:00,UKDALE_house_1,UKDALE,269.3846,water,0.0,1,ok,1,2,dishwasher
2013-04-13 00:53:00+01:00,UKDALE_house_2,UKDALE,129.6875,cooking,,1,gap,2,4,microwave
2013-07-17 00:43:00+01:00,UKDALE_house_1,UKDALE,188.04347,electronics,4.0,1,ok,1,8,computer
2013-08-13 23:21:00+01:00,UKDALE_house_4,UKDALE,313.54544,laundry,,1,gap,4,1,washing_machine
2013-04-02 18:16:00+01:00,UKDALE_house_4,UKDALE,904.6486,cooking,1147.4,1,ok,4,6,toaster
2013-05-04 22:11:00+01:00,UKDALE_house_4,UKDALE,449.24243,laundry,739.2222,1,ok,4,1,washing_machine
2014-10-07 21:42:00+01:00,UKDALE_house_1,UKDALE,704.75,refrigeration,0.0,1,ok,1,5,fridge
2013-07-29 11:58:00+01:00,UKDALE_house_1,UKDALE,251.04347,lighting,2.0,1,ok,1,9,lighting
2014-01-16 23:50:00+00:00,UKDALE_house_1,UKDALE,280.16666,cooking,,1,gap,1,4,microwave
2013-11-27 22:12:00+00:00,UKDALE_house_1,UKDALE,303.89474,entertainment,97.0,1,ok,1,7,television
2013-09-27 16:47:00+01:00,UKDALE_house_1,UKDALE,547.0,laundry,246.9,1,ok,1,1,washing_machine
2013-02-27 05:52:00+00:00,UKDALE_house_2,UKDALE,208.25926,electronics,,1,gap,2,8,computer
2014-07-28 13:54:00+01:00,UKDALE_house_1,UKDALE,308.15625,cooking,1.0,1,ok,1,6,toaster
2014-01-20 21:07:00+00:00,UKDALE_house_1,UKDALE,220.0,lighting,68.5,1,ok,1,9,lighting
2014-06-12 15:57:00+01:00,UKDALE_house_1,UKDALE,123.42105,cooking,44.9,1,ok,1,3,kettle
2013-09-13 18:53:00+01:00,UKDALE_house_2,UKDALE,378.03125,refrigeration,14.1,1,ok,2,5,fridge
2014-11-02 09:20:00+00:00,UKDALE_house_5,UKDALE,232.66667,cooking,60.11111,1,ok,5,3,kettle
2014-11-14 02:16:00+00:00,UKDALE_house_1,UKDALE,126.8,water,13.0,1,ok,1,2,dishwasher
2013-05-02 04:31:00+01:00,UKDALE_house_2,UKDALE,164.0,cooking,3.0,1,ok,2,4,microwave
2014-01-10 20:54:00+00:00,UKDALE_house_1,UKDALE,273.42105,cooking,1.0,1,ok,1,6,toaster
2014-05-11 02:46:00+01:00,UKDALE_house_1,UKDALE,171.25,water,12.833333,1,ok,1,2,dishwasher
2014-02-23 11:12:00+00:00,UKDALE_house_1,UKDALE,266.75,refrigeration,0.0,1,ok,1,5,fridge
2013-05-14 10:17:00+01:00,UKDALE_house_2,UKDALE,250.47058,cooking,6.0,1,ok,2,6,toaster
2014-02-03 09:47:00+00:00,UKDALE_house_1,UKDALE,118.7,water,12.0,1,ok,1,2,dishwasher
2012-11-30 03:54:00+00:00,UKDALE_house_1,UKDALE,95.8,refrigeration,0.0,1,ok,1,5,fridge
2013-02-26 01:22:00+00:00,UKDALE_house_1,UKDALE,130.82143,cooking,0.0,1,ok,1,3,kettle
2014-07-21 04:22:00+01:00,UKDALE_house_5,UKDALE,245.03448,electronics,18.2,1,ok,5,8,computer
2014-09-14 08:12:00+01:00,UKDALE_house_1,UKDALE,395.53333,cooking,0.0,1,ok,1,3,kettle
2014-01-25 03:11:00+00:00,UKDALE_house_1,UKDALE,73.15,entertainment,1.0,1,ok,1,7,television
2014-08-26 22:16:00+01:00,UKDALE_house_1,UKDALE,582.9545,entertainment,1.0,1,ok,1,7,television
2013-06-10 22:30:00+01:00,UKDALE_house_1,UKDALE,466.5862,cooking,1.0,1,ok,1,6,toaster
2013-03-26 14:40:00+00:00,UKDALE_house_4,UKDALE,244.04445,cooking,0.0,1,ok,4,6,toaster
2013-04-29 00:39:00+01:00,UKDALE_house_2,UKDALE,171.72414,cooking,0.0,1,ok,2,3,kettle
2014-04-22 10:47:00+01:00,UKDALE_house_1,UKDALE,111.4,entertainment,1.0,1,ok,1,7,television
2013-02-22 00:20:00+00:00,UKDALE_house_2,UKDALE,202.68,refrigeration,21.11111,1,ok,2,5,fridge
2013-05-01 08:55:00+01:00,UKDALE_house_2,UKDALE,253.87878,cooking,0.0,1,ok,2,3,kettle
2012-11-28 23:36:00+00:00,UKDALE_house_1,UKDALE,1279.35,laundry,2502.1,1,ok,1,1,washing_machine
2013-03-13 13:04:00+00:00,UKDALE_house_3,UKDALE,310.7353,refrigeration,0.0,1,ok,3,5,fridge
2013-07-05 01:57:00+01:00,UKDALE_house_4,UKDALE,189.0,laundry,,1,gap,4,1,washing_machine
2013-11-21 04:32:00+00:00,UKDALE_house_1,UKDALE,80.35,cooking,1.0,1,ok,1,6,toaster
