timestamp,house_id,source_dataset,mains_power,appliance_category,appliance_power,native_sample_period,data_quality_flag,building,meter,appliance
2011-05-21 15:39:19-04:00,REDD_house_6,REDD,47.0,unknown,47.0,1,ok,6,1,fridge
2011-05-21 15:39:21-04:00,REDD_house_6,REDD,46.92,unknown,46.92,1,ok,6,1,fridge
2011-05-21 15:39:22-04:00,REDD_house_6,REDD,47.02,unknown,47.02,1,ok,6,1,fridge
2011-05-21 15:39:24-04:00,REDD_house_6,REDD,46.97,unknown,46.97,1,ok,6,1,fridge
2011-05-21 15:39:26-04:00,REDD_house_6,REDD,46.78,unknown,46.78,1,ok,6,1,fridge
2011-05-21 15:39:28-04:00,REDD_house_6,REDD,46.94,unknown,46.94,1,ok,6,1,fridge
2011-05-21 15:39:30-04:00,REDD_house_6,REDD,46.87,unknown,46.87,1,ok,6,1,fridge
2011-05-21 15:39:31-04:00,REDD_house_6,REDD,46.9,unknown,46.9,1,ok,6,1,fridge
2011-05-21 15:39:33-04:00,REDD_house_6,REDD,46.9,unknown,46.9,1,ok,6,1,fridge
2011-05-21 15:39:35-04:00,REDD_house_6,REDD,46.79,unknown,46.79,1,ok,6,1,fridge
2011-05-21 15:39:37-04:00,REDD_house_6,REDD,46.97,unknown,46.97,1,ok,6,1,fridge
2011-05-21 15:39:39-04:00,REDD_house_6,REDD,46.84,unknown,46.84,1,ok,6,1,fridge
2011-05-21 15:39:40-04:00,REDD_house_6,REDD,46.93,unknown,46.93,1,ok,6,1,fridge
2011-05-21 15:39:42-04:00,REDD_house_6,REDD,46.8,unknown,46.8,1,ok,6,1,fridge
2011-05-21 15:39:44-04:00,REDD_house_6,REDD,46.86,unknown,46.86,1,ok,6,1,fridge
2011-05-21 15:39:46-04:00,REDD_house_6,REDD,46.94,unknown,46.94,1,ok,6,1,fridge
2011-05-21 15:39:48-04:00,REDD_house_6,REDD,46.81,unknown,46.81,1,ok,6,1,fridge
2011-05-21 15:39:49-04:00,REDD_house_6,REDD,46.87,unknown,46.87,1,ok,6,1,fridge
2011-05-21 15:39:51-04:00,REDD_house_6,REDD,46.78,unknown,46.78,1,ok,6,1,fridge
2011-05-21 15:39:53-04:00,REDD_house_6,REDD,46.91,unknown,46.91,1,ok,6,1,fridge
2011-05-21 15:39:55-04:00,REDD_house_6,REDD,46.82,unknown,46.82,1,ok,6,1,fridge
2011-05-21 15:39:57-04:00,REDD_house_6,REDD,46.92,unknown,46.92,1,ok,6,1,fridge
2011-05-21 15:39:58-04:00,REDD_house_6,REDD,46.89,unknown,46.89,1,ok,6,1,fridge
2011-05-21 15:40:00-04:00,REDD_house_6,REDD,46.82,unknown,46.82,1,ok,6,1,fridge
2011-05-21 15:40:02-04:00,REDD_house_6,REDD,46.88,unknown,46.88,1,ok,6,1,fridge
2011-05-21 15:40:04-04:00,REDD_house_6,REDD,46.78,unknown,46.78,1,ok,6,1,fridge
2011-05-21 15:40:06-04:00,REDD_house_6,REDD,46.98,unknown,46.98,1,ok,6,1,fridge
2011-05-21 15:40:07-04:00,REDD_house_6,REDD,46.82,unknown,46.82,1,ok,6,1,fridge
2011-05-21 15:40:09-04:00,REDD_house_6,REDD,46.85,unknown,46.85,1,ok,6,1,fridge
2011-05-21 15:40:11-04:00,REDD_house_6,REDD,46.82,unknown,46.82,1,ok,6,1,fridge
2011-05-21 15:40:13-04:00,REDD_house_6,REDD,46.78,unknown,46.78,1,ok,6,1,fridge
2011-05-21 15:40:15-04:00,REDD_house_6,REDD,46.95,unknown,46.95,1,ok,6,1,fridge
