timestamp,house_id,appliance_category,appliance,mains_power,appliance_power,data_quality_flag
2022-12-31 23:00:00+00:00,UKDALE_house_4,fridge,freezer,1696.537294943021,48.213049182132245,good
2023-01-01 00:01:00+00:00,UKDALE_house_5,other,washing_machine,1479.7145699458054,1606.7590820783614,good
2022-12-31 23:02:00+00:00,UKDALE_house_3,lighting,lighting,1338.1027379198804,189.9070910257624,good
2023-01-01 00:03:00+00:00,UKDALE_house_5,other,dishwasher,661.3346987537092,1390.2008186610922,good
2022-12-31 23:04:00+00:00,UKDALE_house_5,other,computer,54.9453684831731,59.458616427172274,good
2022-12-31 23:06:00+00:00,UKDALE_house_3,other,dishwasher,336.8118014892132,711.6763471280389,good
2023-01-01 00:07:00+00:00,UKDALE_house_3,fridge,fridge,1150.2576252768197,47.2074444013071,good
2022-12-31 23:08:00+00:00,UKDALE_house_3,fridge,freezer,1550.0324693665193,32.20633705819167,good
2023-01-01 00:09:00+00:00,UKDALE_house_5,lighting,lighting,572.05827127778,103.53200409281084,good
2022-12-31 23:10:00+00:00,UKDALE_house_4,fridge,freezer,2350.6898851196083,143.1674276888366,good
2023-01-01 00:11:00+00:00,UKDALE_house_3,other,computer,66.37121659852505,616.684256079255,good
2022-12-31 23:12:00+00:00,UKDALE_house_5,fridge,freezer,1942.13748715509,109.33688141144358,good
2023-01-01 00:13:00+00:00,UKDALE_house_2,water_heater,unspecified_water_meter,1581.7516853495836,0.0,good
2023-01-01 00:15:00+00:00,UKDALE_house_2,other,dishwasher,173.69791381039943,489.3901814140436,good
2022-12-31 23:16:00+00:00,UKDALE_house_4,fridge,fridge,1587.3421008714845,108.05102985886371,good
2023-01-01 00:17:00+00:00,UKDALE_house_5,other,dishwasher,994.7531065208376,421.5844550020597,good
2022-12-31 23:18:00+00:00,UKDALE_house_1,other,washing_machine,2343.854491562387,263.51297375955585,good
2023-01-01 00:19:00+00:00,UKDALE_house_4,lighting,lighting,1377.8756834799265,146.24899140074422,good
2022-12-31 23:20:00+00:00,UKDALE_house_2,other,washing_machine,2352.146202669095,248.5214299318543,good
2023-01-01 00:21:00+00:00,UKDALE_house_5,other,tv,590.185049009595,1794.5911325313718,good
2023-01-01 00:23:00+00:00,UKDALE_house_1,lighting,lighting,1562.2601010793778,126.94553529616236,good
2022-12-31 23:24:00+00:00,UKDALE_house_1,lighting,lighting,1861.550163086714,94.04742285426607,good
2023-01-01 00:25:00+00:00,UKDALE_house_3,fridge,fridge,575.9362667327151,45.16637068868005,good
2022-12-31 23:26:00+00:00,UKDALE_house_3,lighting,lighting,1679.2365647825457,25.01190336393441,good
2023-01-01 00:27:00+00:00,UKDALE_house_2,fridge,freezer,1270.198962989329,104.72787387514,good
2022-12-31 23:28:00+00:00,UKDALE_house_4,fridge,freezer,1869.921188520475,126.81090765469511,good
2023-01-01 00:29:00+00:00,UKDALE_house_4,fridge,freezer,851.2593781719536,131.0418793808093,good
2022-12-31 23:30:00+00:00,UKDALE_house_3,water_heater,unspecified_water_meter,2230.6397123898687,0.0,good
2022-12-31 23:32:00+00:00,UKDALE_house_4,water_heater,unspecified_water_meter,2027.6138310384108,0.0,good
2022-12-31 23:34:00+00:00,UKDALE_house_3,fridge,fridge,2052.268162848712,110.74165601862536,good
2023-01-01 00:35:00+00:00,UKDALE_house_5,lighting,lighting,1306.1796659413512,150.36581494984398,good
2022-12-31 23:36:00+00:00,UKDALE_house_3,lighting,lighting,1124.0432010753652,108.66782093992654,good
2023-01-01 00:37:00+00:00,UKDALE_house_5,fridge,freezer,2490.842601985948,106.00940882905525,good
2022-12-31 23:38:00+00:00,UKDALE_house_1,other,tv,611.4712804746972,1459.6703487580996,good
2023-01-01 00:39:00+00:00,UKDALE_house_2,fridge,freezer,1389.8461163963093,77.74610106684277,good
2023-01-01 00:41:00+00:00,UKDALE_house_1,other,tv,1767.1257078605083,1086.02947488086,good
2022-12-31 23:42:00+00:00,UKDALE_house_4,fridge,fridge,549.8604310595179,49.90812292449435,good
2023-01-01 00:43:00+00:00,UKDALE_house_2,fridge,freezer,1652.285526232513,32.96209886695016,good
2022-12-31 23:44:00+00:00,UKDALE_house_2,other,microwave,2055.0054378792765,684.818800698516,good
2023-01-01 00:45:00+00:00,UKDALE_house_1,lighting,lighting,172.54551321172494,118.40533909334115,good
2022-12-31 23:46:00+00:00,UKDALE_house_2,fridge,freezer,2283.2271686470253,130.7784422644186,good
2023-01-01 00:47:00+00:00,UKDALE_house_5,water_heater,unspecified_water_meter,122.28493510575451,0.0,good
2022-12-31 23:48:00+00:00,UKDALE_house_2,fridge,fridge,922.1290295965662,45.29828161682954,good
2022-12-31 23:50:00+00:00,UKDALE_house_4,water_heater,unspecified_water_meter,239.0056629219756,0.0,good
2023-01-01 00:51:00+00:00,UKDALE_house_4,fridge,freezer,2282.3622986911937,133.56108552806722,good
2022-12-31 23:52:00+00:00,UKDALE_house_4,fridge,freezer,919.409035328062,48.08249844010005,good
2023-01-01 00:53:00+00:00,UKDALE_house_5,fridge,fridge,1090.6902495413797,132.19131831650628,good
2022-12-31 23:54:00+00:00,UKDALE_house_3,fridge,fridge,577.5937343872539,148.97442814113504,good
2023-01-01 00:55:00+00:00,UKDALE_house_1,fridge,fridge,1512.8846369574635,117.22065972578852,good
2022-12-31 23:56:00+00:00,UKDALE_house_4,other,computer,1507.267875960585,1423.346943193729,good
2023-01-01 00:57:00+00:00,UKDALE_house_2,fridge,fridge,961.8909599717872,149.32983210706482,good
2022-12-31 23:58:00+00:00,UKDALE_house_4,lighting,lighting,865.935435923226,128.98662509467016,good
2023-01-01 01:01:00+00:00,UKDALE_house_4,other,computer,1259.0774307783,1515.6789596330975,good
2023-01-01 00:02:00+00:00,UKDALE_house_5,fridge,freezer,744.09666794108,103.73829330139574,good
2023-01-01 01:03:00+00:00,UKDALE_house_2,other,tv,1977.585283224962,1067.091991511674,good
2023-01-01 01:05:00+00:00,UKDALE_house_4,lighting,lighting,1308.3470640335952,156.1401685249196,good
2023-01-01 00:06:00+00:00,UKDALE_house_2,fridge,fridge,670.7250666461705,39.80007310321155,good
2023-01-01 01:07:00+00:00,UKDALE_house_2,other,kettle,2469.766001236067,1667.502373890657,good
2023-01-01 00:08:00+00:00,UKDALE_house_4,lighting,lighting,764.1645652631211,78.64822293868725,good
2023-01-01 01:09:00+00:00,UKDALE_house_4,fridge,freezer,1938.3192007186017,45.33295833479885,good
2023-01-01 00:10:00+00:00,UKDALE_house_1,lighting,lighting,1097.36434337406,99.6259759584354,good
